archivo,label
bago_highway_10_001.jpg,"{'DNoHelmet', 'DHelmetP1Helmet'}"
bago_highway_10_002.jpg,"{'DNoHelmet', 'DHelmetP1Helmet'}"
bago_highway_10_003.jpg,"{'DNoHelmet', 'DHelmetP1Helmet'}"
bago_highway_10_004.jpg,"{'DNoHelmet', 'DHelmetP1Helmet'}"
bago_highway_10_005.jpg,{'DNoHelmet'}
bago_highway_10_006.jpg,{'DNoHelmet'}
bago_highway_10_007.jpg,{'DNoHelmet'}
bago_highway_10_008.jpg,{'DNoHelmet'}
bago_highway_10_009.jpg,{'DNoHelmet'}
bago_highway_10_010.jpg,{'DNoHelmet'}
bago_highway_10_011.jpg,{'DNoHelmet'}
bago_highway_10_012.jpg,{'DNoHelmet'}
bago_highway_10_013.jpg,{'DNoHelmet'}
bago_highway_10_014.jpg,{'DNoHelmet'}
bago_highway_10_015.jpg,{'DNoHelmet'}
bago_highway_10_016.jpg,{'DNoHelmet'}
bago_highway_10_017.jpg,{'DNoHelmet'}
bago_highway_10_018.jpg,{'DNoHelmet'}
bago_highway_10_019.jpg,{'DNoHelmet'}
bago_highway_10_020.jpg,{'DNoHelmet'}
bago_highway_10_021.jpg,{'DNoHelmet'}
bago_highway_10_022.jpg,{'DNoHelmet'}
bago_highway_10_023.jpg,{'DNoHelmet'}
bago_highway_10_024.jpg,{'DNoHelmet'}
bago_highway_10_025.jpg,{'DNoHelmet'}
bago_highway_10_026.jpg,{'DNoHelmet'}
bago_highway_10_027.jpg,{'DNoHelmet'}
bago_highway_10_028.jpg,{'DNoHelmet'}
bago_highway_10_029.jpg,{'DNoHelmet'}
bago_highway_10_030.jpg,{'DNoHelmet'}
bago_highway_10_031.jpg,{'DNoHelmet'}
bago_highway_10_032.jpg,{'DNoHelmet'}
bago_highway_10_033.jpg,{'DNoHelmet'}
bago_highway_10_034.jpg,{'DNoHelmet'}
bago_highway_10_035.jpg,{'DNoHelmet'}
bago_highway_10_036.jpg,{'DNoHelmet'}
bago_highway_10_037.jpg,{'DNoHelmet'}
bago_highway_10_038.jpg,{'DNoHelmet'}
bago_highway_10_039.jpg,{'DNoHelmet'}
bago_highway_10_040.jpg,{'DNoHelmet'}
bago_highway_10_041.jpg,{'DNoHelmet'}
bago_highway_10_042.jpg,{'DNoHelmet'}
bago_highway_10_043.jpg,{'DNoHelmet'}
bago_highway_10_044.jpg,{'DNoHelmet'}
bago_highway_10_045.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_046.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_047.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_048.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_049.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_050.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_051.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_052.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_053.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_054.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_055.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_056.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_057.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_058.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_059.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_060.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_061.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_062.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_063.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_064.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_065.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_066.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_067.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_068.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_069.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_070.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_071.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_072.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_073.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_074.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_075.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_076.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_077.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_078.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_079.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_080.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_081.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_082.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_083.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_084.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_085.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_086.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_087.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_088.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_089.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_090.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_091.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_092.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_093.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_10_094.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_11_001.jpg,{'DNoHelmet'}
bago_highway_11_002.jpg,{'DNoHelmet'}
bago_highway_11_003.jpg,{'DNoHelmet'}
bago_highway_11_004.jpg,{'DNoHelmet'}
bago_highway_11_005.jpg,{'DNoHelmet'}
bago_highway_11_006.jpg,{'DNoHelmet'}
bago_highway_11_007.jpg,{'DNoHelmet'}
bago_highway_11_008.jpg,{'DNoHelmet'}
bago_highway_11_009.jpg,{'DNoHelmet'}
bago_highway_11_010.jpg,{'DNoHelmet'}
bago_highway_11_011.jpg,{'DNoHelmet'}
bago_highway_11_012.jpg,{'DNoHelmet'}
bago_highway_11_013.jpg,{'DNoHelmet'}
bago_highway_11_014.jpg,{'DNoHelmet'}
bago_highway_11_015.jpg,{'DNoHelmet'}
bago_highway_11_016.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_11_017.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_11_018.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_11_019.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_11_020.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_11_021.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_11_022.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_11_023.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_11_024.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_11_025.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_11_082.jpg,{'DHelmet'}
bago_highway_11_083.jpg,{'DHelmet'}
bago_highway_11_084.jpg,{'DHelmet'}
bago_highway_11_085.jpg,{'DHelmet'}
bago_highway_11_086.jpg,{'DHelmet'}
bago_highway_11_087.jpg,{'DHelmet'}
bago_highway_11_088.jpg,{'DHelmet'}
bago_highway_11_089.jpg,{'DHelmet'}
bago_highway_11_090.jpg,{'DHelmet'}
bago_highway_11_091.jpg,{'DHelmet'}
bago_highway_11_092.jpg,{'DHelmet'}
bago_highway_11_093.jpg,{'DHelmet'}
bago_highway_11_094.jpg,{'DHelmet'}
bago_highway_11_095.jpg,{'DHelmet'}
bago_highway_11_096.jpg,{'DHelmet'}
bago_highway_11_097.jpg,{'DHelmet'}
bago_highway_11_098.jpg,{'DHelmet'}
bago_highway_11_099.jpg,{'DHelmet'}
bago_highway_11_100.jpg,{'DHelmet'}
bago_highway_12_001.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_002.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_003.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_004.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_005.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_006.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_007.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_008.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_009.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_010.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_011.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_012.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_013.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_014.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_015.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_016.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_017.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_018.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_019.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_020.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_021.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_022.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_023.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_024.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_025.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_026.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_027.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_028.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_029.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_030.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_031.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_032.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_033.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_034.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_035.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_036.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_037.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_038.jpg,"{'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_039.jpg,"{'DNoHelmet', 'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_040.jpg,"{'DNoHelmet', 'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_041.jpg,"{'DNoHelmet', 'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_042.jpg,"{'DNoHelmet', 'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_043.jpg,"{'DNoHelmet', 'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_044.jpg,"{'DNoHelmet', 'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_045.jpg,"{'DNoHelmet', 'DHelmetP1Helmet', 'DHelmet'}"
bago_highway_12_046.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_047.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_048.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_049.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_050.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_051.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_052.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_053.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_054.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_055.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_056.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_057.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_058.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_059.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_060.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_061.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_062.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_063.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_064.jpg,"{'DNoHelmet', 'DHelmet'}"
bago_highway_12_065.jpg,"{'DNoHelmet', 'DHelmet'}"
